NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
190004188627;2019;2927408;Salvador;29;BA;17;Maculino;Solteiro(a);Parda;Brasileiro(a);2927408;Salvador;29;BA;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Pública;Ensino Regular;Não;29357861;2927408;Salvador;29;BA;Estadual;Urbana;Em atividade;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Azul;Azul;Azul;577,3;544,2;575,8;562,7;AEECDCDECDBCDCBEBACADAEECEBEBCCAEDDBEEADBABDC;CACDDBABABDAABAAECCDEACCADBDADDBEECDADBBACBBB;BDABE99999BABAAAEDBBDAAECDCEABCCCCDEEBAAADECACCBCE;EACBCECBABCABDCADCDDBEBBBDBEBDECEBCEACEDABBAB;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;140;120;120;100;100;580;Completou o Ensino Médio, mas não completou a Faculdade;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);4;De R$ 1.497,01 até R$ 1.996,00;Não;Sim, dois;Sim, três;Sim, um;Não;Sim, um;Sim, um;Sim, um;Sim, um;Sim, um;Não;Não;Sim, três;Sim;Sim;Sim, quatro ou mais;Sim;Sim, dois;Sim
190005286179;2019;2927408;Salvador;29;BA;18;Feminino;Solteiro(a);Branca;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;2018;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Amarela;Amarela;Azul;566,4;576,5;602,1;609,1;EEEDDCEEDDCBCDBABBBADBAEBAEEBBAEECBCBCCECCAAB;AACBCDBECAADBCBADDBCEDBCAECEEACDBBDBEEAADCCAC;BDEDA99999CBABECCBCECAECBCDBBCEDECDBADDEECEEAAABCD;DDBCDDCBAEADBDBCCEBCCCDCBCCAAADCEACBCDACBCCEA;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;160;200;200;200;160;920;Completou a Pós-graduação;Completou a Pós-graduação;Grupo 5 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);3;De R$ 9.980,01 até R$ 11.976,00;Não;Sim, dois;Sim, dois;Sim, um;Não;Sim, um;Sim, um;Sim, um;Não;Não;Não;Sim;Sim, dois;Sim;Sim;Sim, três;Sim;Sim, três;Sim
190003407067;2019;2927408;Salvador;29;BA;18;Maculino;Solteiro(a);Branca;Brasileiro(a);2927408;Salvador;29;BA;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Privada;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Rosa;Azul;Azul;Rosa;550,8;662,7;668,7;695,1;DDADCDAEEADCEADBDBBAAACEBAABBEDEBDADCDBCCAEAB;BABCCBCBBAACACEEEECACACEEDBECADBDACCADBCBACCB;BDABE99999BCBAAEDBECCAAECBAECBDCBCCDEEAAADCABCDCDB;AEBBDEECEBEBDDECABCBADEBDCDEDAEAEABCBDCAEECEA;Inglês;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;Sem problemas;180;200;180;200;180;940;Completou a Pós-graduação;Completou a Pós-graduação;Grupo 5 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);6;Mais de R$ 19.960,00;Sim, pelo menos cinco dias por semana;Sim, quatro ou mais;Sim, três;Sim, dois;Não;Sim, um;Sim, um;Sim, um;Sim, um;Sim, um;Não;Não;Sim, três;Sim;Sim;Sim, dois;Sim;Sim, dois;Sim
190002295508;2019;2927408;Salvador;29;BA;35;Feminino;Não informado;Parda;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;Anterior a 2007;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Branca;Branca;Amarela;602,9;615,5;595,6;662,6;BBCAAEECEBDEEAAABDADAACEDBCBCDCACCEEEDAABBCED;ACACEEDCABAEADBBEAEABEAECEBDDCEEAACBEEDBBACED;EBBAD99999BACBEDEBEBAADDEDECDECDCBABECEAADCECCDEEC;BECECDABDECBABCBCDBAEEACAEBDCBCDEBDECBCBBCEDC;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;120;120;120;120;40;520;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Completou a Faculdade, mas não completou a Pós-graduação;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);6;De R$ 1.497,01 até R$ 1.996,00;Não;Sim, dois;Sim, três;Sim, um;Sim, dois;Sim, um;Sim, um;Sim, um;Não;Sim, um;Não;Sim;Sim, dois;Não;Sim;Sim, quatro ou mais;Sim;Sim, dois;Sim
190002625189;2019;2927408;Salvador;29;BA;25;Maculino;Solteiro(a);Parda;Brasileiro(a);1600303;Macapá;16;AP;Já concluí o Ensino Médio;2012;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Branca;Branca;Cinza;402,2;399,4;544,9;474,5;BADABDBDBADCDDBACCBBBEABBADBEDECDCDBAEABCDDAA;AAECBBDACCECBDDAAACEBDDACEEBABDCABBEDDACBBACD;DCCAB99999BAACEAEAEBEABDDDDEDEAADDEBBCCEACCBCAAECE;DBACABEDABBDCCDDBBBBECEDCDDBCDEAEEBBEACECEDDA;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;120;120;120;160;100;620;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Grupo 1 (Verificar a definição no dicionário de dados);Grupo 1 (Verificar a definição no dicionário de dados);3;De R$ 1.497,01 até R$ 1.996,00;Não;Sim, um;Sim, dois;Sim, um;Não;Sim, um;Não;Sim, um;Não;Não;Não;Não;Sim, um;Não;Não;Sim, três;Não;Não;Sim
190001397765;2019;2927408;Salvador;29;BA;23;Feminino;Solteiro(a);Preta;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;2014;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Amarela;Amarela;Amarela;515,0;613,1;570,7;452,6;CACDCEBEEDDEDADADEDEADDDDACDEBDBCDBCAEABBACCC;AEABADBBCCEEACDADCBEEDBCBECDEACDBEEBCACADDDAC;DAAEA99999CBABACBDBCCADCDBDCECADEEDACDDAECAEEAABED;CADECACBEDCCAEABADEDBCABADCACAABABDCCEBDBDCED;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;140;120;120;120;100;600;Não sei;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Grupo 1 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);2;De R$ 998,01 até R$ 1.497,00;Não;Sim, um;Sim, dois;Não;Não;Sim, um;Sim, um;Não;Não;Não;Não;Não;Sim, um;Não;Não;Sim, dois;Não;Sim, um;Sim
190001272185;2019;2927408;Salvador;29;BA;17;Feminino;Solteiro(a);Branca;Brasileiro(a);2927408;Salvador;29;BA;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Privada;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Branca;Branca;Cinza;564,4;572,0;571,3;520,6;BABDCECBEEBDABBCBEBDCABDBAACABBAACEDDAAEADAEE;CCAB*EDCABAAADEEEAED*BABCEEDACEABAEBAEDBEAEED;EBBBB99999ADCCCDCCEBDAADDBEEDECDADAABCCAECCBCCAEED;DEBCBBDEBDBBCDDEBAEAABEDADCBACAABBCBBBCBBAEEA;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;140;120;120;100;100;580;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Completou a Faculdade, mas não completou a Pós-graduação;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);3;De R$ 1.996,01 até R$ 2.495,00;Não;Sim, um;Sim, dois;Sim, um;Não;Sim, um;Sim, um;Sim, um;Sim, um;Sim, um;Não;Não;Sim, um;Não;Não;Sim, três;Sim;Sim, um;Sim
190004510922;2019;2927408;Salvador;29;BA;21;Maculino;Solteiro(a);Não declarado;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;2017;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Rosa;Rosa;Azul;388,6;401,2;394,9;426,0;CEBBCBEACDCBABCABDABEBABDCECAACBADBCADBADBCEB;DACAEACEBBCDECADAEABCBDAACBDAEBADBADCBEACDBCE;CBBEA99999BDACDABECEBB*CACDACBDCBDAEBECBAACA*BBADB;ABCAEBDABDBCBECBDEADDCEABDCEBCBDBDACBDCCEBBCA;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;120;120;100;120;0;460;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Grupo 2 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);2;De R$ 998,01 até R$ 1.497,00;Não;Não;Sim, um;Sim, um;Não;Sim, um;Não;Não;Não;Não;Não;Não;Sim, um;Sim;Não;Sim, um;Sim;Não;Sim
190002280449;2019;2927408;Salvador;29;BA;21;Feminino;Solteiro(a);Parda;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;2017;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Rosa;Branca;Branca;Rosa;426,3;485,5;578,8;527,5;DEEDDDCCCBBCCAABDCCAECAABDDEBEBCDABCDEEACABDA;DBBCAEACABACBBDEAACCABDEABEDEBACE*BACDEECCADB;EBBAE99999BBCDCCEDBCEACDBAACDECCDDBBBCDAADCECCCEEC;EABAEBDCDBECDACBBDAEACDCEABCBBABCEABEECCABEBB;Inglês;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;Sem problemas;160;200;160;180;160;860;Não completou a 4ª série/5º ano do ensino fundamental;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);3;De R$ 998,01 até R$ 1.497,00;Não;Sim, um;Sim, um;Não;Não;Sim, um;Não;Sim, um;Não;Sim, um;Não;Não;Sim, um;Sim;Não;Não;Não;Não;Sim
190005279277;2019;2927408;Salvador;29;BA;18;Maculino;Solteiro(a);Parda;Brasileiro(a);2927408;Salvador;29;BA;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Pública;Ensino Regular;Não;29680620;2930709;Simões Filho;29;BA;Federal;Urbana;Em atividade;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Amarela;Amarela;Amarela;535,1;592,2;541,9;572,5;AAADDDBEEABEEABADAADDDCBDBABACBABCDCBEDABBEAD;ABCBADBDCEEEACBBDDADEEBDAADCDAEABBCBCECAEAAEC;BBCBD99999CCBBAEDEECAACEDEDAEECEEBDAADDBECADCAADCE;CDBEDBAACEDBABCBABEAADAAAAEAABBBADABBE.EEEEBB;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;140;140;120;120;120;640;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 2 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);3;Até R$ 998,00;Não;Sim, um;Sim, dois;Não;Não;Sim, um;Sim, um;Não;Não;Não;Não;Não;Sim, um;Não;Não;Sim, dois;Não;Sim, um;Sim
190002295192;2019;2927408;Salvador;29;BA;24;Maculino;Solteiro(a);Preta;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;2013;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Rosa;Rosa;Azul;424,0;595,2;548,6;515,9;ECEADEAEADADA*BEBEABEACEDEAEADEBDCEBDDBEDABCB;EEADEEDBADBDABABAEABCEEACBBEEACAEABCBEEDBADCE;DDCBA99999AABCDDCAAECBBDEAAEDCBDAEDCBBEEBAEECEBCCC;BCDDEEBCABBEACEABEBACBECCEBEEBEECDBECADABBDEA;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;120;120;120;120;80;560;Não completou a 4ª série/5º ano do ensino fundamental;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 2 (Verificar a definição no dicionário de dados);Não Sei;5;De R$ 998,01 até R$ 1.497,00;Não;Sim, um;Sim, um;Não;Não;Sim, um;Não;Não;Não;Não;Não;Não;Sim, um;Não;Não;Sim, um;Sim;Não;Sim
190002952908;2019;2927408;Salvador;29;BA;18;Feminino;Solteiro(a);Preta;Brasileiro(a);2927408;Salvador;29;BA;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Pública;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Branca;Branca;Azul;415,5;516,4;427,4;417,1;AEAECBAEDEEBCEADBBDBAEADDEADCCBEBAEDECBECEACB;DCBEAEACDBAAABAAAAACEDCCADBABEAABCABAECBCAAED;CBBAE99999BEAEADACEBAEAEAECEABBEAEEEACEEAEECBEDEAE;ECBDABDCACDEABEAEAAEABAADCECCDBCDECBEDDEBBEDB;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;100;120;100;100;140;560;Completou o Ensino Médio, mas não completou a Faculdade;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Grupo 2 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);2;Nenhuma renda.;Não;Sim, um;Sim, um;Não;Não;Sim, um;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim, um;Não;Não;Sim
190003903566;2019;2927408;Salvador;29;BA;17;Maculino;Solteiro(a);Preta;Brasileiro(a);2927408;Salvador;29;BA;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Privada;Ensino Regular;Não;29999740;2927408;Salvador;29;BA;Privada;Urbana;Em atividade;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Rosa;Rosa;Rosa;Rosa;573,5;499,4;553,5;565,2;BEADECDEEBECADDAACBCBAEEAAABDEBEDACDCABECEDBB;CECCDEABACBAEAABEDCDCABDDCEAEBECDAEBBDAACEDAB;ADBBE99999ADECCECAAEEEDCCDAACADDABDDCCAEDEBCDDCBCB;AACADEECEEABDECDABCBACDECABBCDBDEEACABDEABDCE;Inglês;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;Sem problemas;140;180;160;160;120;760;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Completou a Pós-graduação;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);3;De R$ 2.994,01 até R$ 3.992,00;Não;Sim, um;Sim, dois;Sim, um;Não;Sim, um;Sim, um;Sim, um;Sim, um;Sim, um;Não;Sim;Sim, dois;Não;Sim;Sim, três;Sim;Sim, um;Sim
