NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
190005659194;2019;2927408;Salvador;29;BA;19;Feminino;Solteiro(a);Preta;Brasileiro(a);2927408;Salvador;29;BA;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Pública;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Branca;Branca;Cinza;505,6;354,1;533,7;463,8;BADBBDBCEBDCBDEAEEDBDDCDECEBABADDDADEBBDCCDEE;ACACDBADDCBACCEDECEEBBCCEDADCCBBEDDAADCEEBDBA;AEAED99999BBCCCCEACBDADD*EEBDECBDAEDEBAABACCCCAECE;DCBCADBDBDEDEDCDCBABEACBCCCBBDCAEBAC*BBBEDDEA;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;100;120;120;100;40;480;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);4;De R$ 998,01 até R$ 1.497,00;Não;Sim, um;Sim, dois;Não;Não;Sim, um;Sim, um;Não;Não;Sim, um;Não;Não;Sim, um;Não;Não;Sim, três;Não;Não;Sim
190003438183;2019;2927408;Salvador;29;BA;30;Maculino;Solteiro(a);Preta;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;2012;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Rosa;Rosa;Cinza;544,9;566,6;531,6;547,7;EAABBCBCECBCDBBDBEDBBBCDDBCCEBCBBCECABCEEDDED;CEBCCECEACAAABCDECADCEBACCBDDBADCBCDDCDECADCB;DDBCC99999BBCDBDCAAECCDBBCADDCBDEECBBCDEBBEBCCEEEC;DDCCAEBEABEBCDBBCEABABEDEBBECDBDAACDBEBCBCDEC;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;120;120;100;120;120;580;Não completou a 4ª série/5º ano do ensino fundamental;Não completou a 4ª série/5º ano do ensino fundamental;Grupo 2 (Verificar a definição no dicionário de dados);Grupo 1 (Verificar a definição no dicionário de dados);1;De R$ 1.497,01 até R$ 1.996,00;Não;Sim, um;Sim, um;Não;Não;Sim, um;Não;Não;Não;Não;Não;Não;Sim, um;Não;Não;Sim, um;Não;Sim, um;Sim
190002150829;2019;2927408;Salvador;29;BA;35;Feminino;Solteiro(a);Parda;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;Anterior a 2007;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Rosa;Rosa;Azul;426,3;456,8;525,7;461,3;EDDBBBEDDBBBCCCABBBCCECCBBBECBAAEBDECCDCAACCD;CEBCBDBADDBBCECBACBDABDCCEBDCCCDBBEDBDBDBDABC;DECBD99999ABBCBACACEAADAADAACC*AEDDEAEBCBDEEBBBCCC;DCCBDBCCABCDDA*DAECEDCDEBBBDBAECCECAABDCDBACB;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;100;120;100;100;0;420;Completou o Ensino Médio, mas não completou a Faculdade;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);3;Até R$ 998,00;Não;Sim, um;Sim, dois;Não;Não;Sim, um;Não;Não;Não;Sim, um;Não;Não;Sim, um;Não;Não;Sim, um;Não;Não;Não
190002938694;2019;2927408;Salvador;29;BA;27;Maculino;Solteiro(a);Parda;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;2013;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2910800;Feira de Santana;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Amarela;Amarela;Amarela;465,7;421,6;496,7;483,1;EBDAAECEBEEBCDEECBCEAACCCDEBBECCCDBEADDAEABBE;BBCAB*AEBCBDBCCBAE.CECBAEB.CEDCAB*BDBEADBDBCC;D*AEC99999CBEBCEACDCECECABDBAEBEECBADDDADDBDBAEEBC;DCCACACED*EBEECDCAECDAEBCCADDCDABEBDAAEABDCDE;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;100;120;120;120;0;460;Completou o Ensino Médio, mas não completou a Faculdade;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Não Sei;Grupo 2 (Verificar a definição no dicionário de dados);2;Até R$ 998,00;Não;Sim, um;Sim, dois;Não;Não;Sim, um;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim, um;Não;Não;Sim
190001445491;2019;2927408;Salvador;29;BA;28;Maculino;Solteiro(a);Parda;Brasileiro(a);2914604;Irecê;29;BA;Já concluí o Ensino Médio;2008;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Rosa;Azul;Azul;Rosa;589,5;660,3;579,2;673,7;DEADCDECECBCAACCCBBBCBBCBEACBEDBBDADDBECCBCCC;BECCABABBBBCBCEEABCACACCEBBEDAABDADBADBEBACDB;BBABE99999BEBADBDDEDDEAECAAECBBCBECACBAACDBDBCCCEC;CAEABEEADCBDDCCBDDABEDBACECCDACABEECACBCDDDEB;Inglês;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;Sem problemas;120;180;140;160;120;720;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 4 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);3;De R$ 998,01 até R$ 1.497,00;Não;Sim, dois;Sim, dois;Não;Não;Sim, um;Não;Sim, um;Não;Sim, um;Não;Não;Sim, um;Não;Não;Sim, três;Não;Sim, um;Sim
190002262878;2019;2927408;Salvador;29;BA;18;Feminino;Solteiro(a);Parda;Brasileiro(a);2927408;Salvador;29;BA;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Pública;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Amarela;Amarela;Cinza;447,3;367,7;470,1;390,8;AADCBDADAECCDEABACEDCBDAACAAABADDEDBECBDCEBED;ABACBEADDBAAEDCBEBC.DBCABCDEECACBEDADBCEDBACE;BCADE99999BCDDBEECDBADCBBAEDCBDCDADEBCDBECADCABEAD;CBDCAECABECBDABABCEAADEACBBBEBCDBECACDCBDCADD;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;120;120;100;100;0;440;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Não completou a 4ª série/5º ano do ensino fundamental;Grupo 2 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);3;De R$ 1.996,01 até R$ 2.495,00;Não;Sim, um;Sim, dois;Não;Não;Sim, um;Não;Não;Não;Não;Não;Não;Sim, um;Sim;Não;Sim, um;Não;Não;Sim
190001258701;2019;2927408;Salvador;29;BA;18;Feminino;Solteiro(a);Amarela;Brasileiro(a);2927408;Salvador;29;BA;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Pública;Ensino Regular;Não;29182271;2927408;Salvador;29;BA;Estadual;Urbana;Em atividade;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Rosa;Rosa;Azul;439,4;587,8;566,1;401,8;AEDDDDDDDDCBAEADBECCB*AEECAADBBECDBCEA.ADBBCA;AEDCEEDBACBEABACBCABCADACEEBEECCCACCDACEEABCB;ADBBE99999EADCBEDAACCBDCBBADECEEEC.DDEDCBCECBDDCCB;CDCAEDBCABBBEEEEAAACEDEEBBCDEAAEDADCEEEBBBCDD;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;120;140;120;160;100;640;Completou o Ensino Médio, mas não completou a Faculdade;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 2 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);4;Até R$ 998,00;Não;Sim, um;Sim, três;Não;Não;Sim, um;Não;Sim, um;Não;Sim, um;Não;Não;Sim, um;Sim;Não;Sim, quatro ou mais;Não;Sim, um;Sim
190003909863;2019;2927408;Salvador;29;BA;20;Maculino;Solteiro(a);Parda;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;2017;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Azul;Azul;Cinza;535,4;632,0;593,3;521,4;BDBACECBEEACEBCCBBDCCAEBEDACEBABBBCBDCDEBDAAE;BABCDBABCBDCBCCEEBCCCAACEABCAADBDABCACBEBACDB;BBABE99999ECBBADDDECDAAECDAEBBECBBCAEBAAADEDACCEAE;DCBBACCABCDDCACEACBADCBBBCCEBDBBABCBECDDBEADD;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;120;200;180;180;180;860;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);4;De R$ 998,01 até R$ 1.497,00;Não;Sim, um;Sim, dois;Não;Sim, um;Sim, um;Não;Não;Não;Não;Não;Não;Sim, um;Não;Não;Sim, três;Não;Sim, um;Sim
190001421655;2019;2927408;Salvador;29;BA;17;Feminino;Solteiro(a);Parda;Brasileiro(a) Naturalizado(a);NA;NA;NA;NA;Já concluí o Ensino Médio;2018;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Amarela;Amarela;Cinza;506,6;611,1;564,4;636,0;ADACCDACDCECDBCEEEBBBCBEABBAEDEEABDBEDBECCABE;ABABADBECEEEACAADCACBDBBBADDAABCBAEBCACAEDCBC;BBEBA99999CCABAECEBECADCDDDDECEEABDAADBAEAACCAEDBD;DCBBABCADCBACECEBABCABEBAECBABEBABCBCDEECDCDD;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;160;180;140;120;140;740;Completou o Ensino Médio, mas não completou a Faculdade;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);3;De R$ 1.497,01 até R$ 1.996,00;Não;Sim, um;Sim, dois;Sim, um;Não;Sim, um;Não;Sim, um;Não;Sim, um;Não;Não;Sim, dois;Sim;Sim;Sim, três;Não;Não;Sim
190002628104;2019;2927408;Salvador;29;BA;22;Feminino;Solteiro(a);Preta;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;2015;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Rosa;Rosa;Amarela;643,3;672,7;615,3;697,2;CACCEEACEBBDEDDCDDAEAABEDECBCDCACCACBCDADACED;EEBCEEDBCDBBCBCBECAECEAACDBBAEBACBCADEDBBAACB;ADBBE99999ACBCBCDAAECDDEADAAECADECACDEACBAECBDECCC;ECBECBABDCABBCABBDECCDCCABAAECBDECEDCEABAECDC;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;160;200;180;200;200;940;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 2 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);2;Até R$ 998,00;Não;Sim, um;Sim, dois;Não;Não;Sim, um;Sim, um;Sim, um;Não;Não;Não;Não;Sim, um;Não;Não;Sim, dois;Não;Sim, um;Sim
190004178563;2019;2927408;Salvador;29;BA;20;Feminino;Solteiro(a);Preta;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;2018;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Amarela;Amarela;Cinza;404,9;475,6;429,5;405,7;BBCDAEAACDDCAEEAABCDBDCCCAABDBBAEAEDBECADBBBA;DEADEBDACCDEACDBAECEABDECCACADECBDEBCCDAAACBE;CDBED99999ACDADEEACCBBDEDAEAEDEBABECACDBEAEBEDEDBD;EDAADCCABECECDAEAABAEACDEEECDEDDABCD.CAEBBEEC;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;120;120;120;80;0;440;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);4;De R$ 998,01 até R$ 1.497,00;Não;Sim, dois;Sim, dois;Não;Não;Sim, um;Não;Não;Não;Sim, um;Não;Não;Sim, um;Sim;Sim;Sim, um;Sim;Não;Sim
190001237732;2019;2927408;Salvador;29;BA;26;Feminino;Solteiro(a);Parda;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;2013;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Rosa;Rosa;Azul;489,6;405,9;505,5;427,0;BDABDCBDACCBCBACBDDCEEEEEBAEBCDACBDAACDCACBDA;BCDCEACABCBABDCEDCBABCDEBCECEAEDCCDEDCBACBEAB;CBDBD99999EDECBBEBDACDDEAEADECEDDCACCDDCBCECCDEAAE;EDAABECCABCCDCEDCDDBCDCDCEE.DCACCDBDEAEAECDDC;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;80;40;40;60;0;220;Completou o Ensino Médio, mas não completou a Faculdade;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Grupo 2 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);6;De R$ 998,01 até R$ 1.497,00;Não;Sim, um;Sim, três;Não;Não;Sim, um;Não;Sim, um;Não;Não;Não;Não;Sim, um;Não;Não;Sim, dois;Não;Não;Não
190004527171;2019;2927408;Salvador;29;BA;19;Maculino;Solteiro(a);Parda;Brasileiro(a);2927408;Salvador;29;BA;Já concluí o Ensino Médio;2017;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;2927408;Salvador;29;BA;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Rosa;Azul;Azul;Rosa;353,2;422,0;480,6;619,5;AECCDCBEDEDBBDACBECACCBCCDCCCACDACDACAEDBBADB;CEBCABADBCDEEADDACDBCABCBDEBDCBCBCCBEBDAABDBB;DBDCD99999DBBABEABDEDECEEACBBCAEBDEEEDAAADEDBDAEDB;BAADEABDACECADABCADDEDBABECADAAEBCADDCBAEBDAA;Inglês;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;Sem problemas;140;120;120;140;160;680;Não completou a 4ª série/5º ano do ensino fundamental;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);4;De R$ 1.497,01 até R$ 1.996,00;Não;Sim, um;Sim, dois;Não;Não;Sim, um;Sim, um;Não;Não;Sim, um;Não;Não;Sim, dois;Não;Não;Sim, três;Sim;Sim, um;Sim
